0xa56A6be23b6Cf39D9448FF6e897C29c41c8fbDFF,64241878942098158499084124
0xff99F65D0042393079442f68F47C7AE984C3F930,7951127553657204843748610
0x1d0f6A5F3C1D50Ef16D03aB1C00352274cba8481,886712784607001152447578
0xB025121C4a5a7EF5A23b79a650e27759d7Ee4fc9,713399999999999999999994
0xdc8Dcc0Bd250962E68bb523e5Be3955110B4ee61,80000000000000000000000
0x4F4CE45BaC7fE99d0c6cbF675fE0a8A8E857B472,67000000000000000000000
0x0ef44E37cC7511352236A5d5aD98C7C79E343334,46320000000000000524288
0x15d4274515603a0404960D2f0f491Ba303FA2931,42000000000000000000000
0xEF916A168Fa04E5484317862A27c1cc9B874a9fe,35817783534860630010963
0x4293C5F573AD018A5c647B7A5ac2B69AcB1383DB,28229852535593795321856
0xCfaCC86863345B10C9BcC8B948ee1c418435369E,25902139055417836920599
0x5457a1b5E3BCDC4F8a90b55130C835Ae7c2bbb2F,25000000000000000000000
0x8081a995909212cD620506fafc1fd6c70E35A689,20600000000000000000000
0x2e01ba1152b36Dd2A09b888D1889731A3Df11bDc,20000000000000000000000
0xa074190E62Fca10C9C16F8e5E6859cA8aBFCf7AD,18653227938721316395287
0x9b7470f69c8f5Ed198A3B259409A744dCC3a0378,17011950360043492509418
0x6aff1785b51AaCEc7149a38f841eC4a2B8e6FF40,16969190000000000000000
0x2f410cEd58018f8A12A1b46c584b7322dde2C4B7,16739880000000000000000
0x5Bc7C5AA920eBA355Dec756dbDd6986f469b5570,15237000000000000000000
0xdB3Bdd25e5280869f6C35963C3602cC54dD66CdE,15000000000000000000000
0xe66393DC932829adF77bffb8eF50915fc57d412e,15000000000000000000000
0xa538B151e5E10817a0258091Ca44248f4F08344F,15000000000000000000000
0x71a7245bbAA3d14ED6dFC297D6471d1b5D2fe678,15000000000000000000000
0x73211a2e76610a2Ba34356486410A45cB3918B7f,14950000000000000524288
0x6F8524E800DD4030432259f810850021D8ba7AeB,14660852354501778010206
0xE964a5775fd296CE1Bd3e05547C59Ce86Ac077a2,14000000000000000000000
0x9DB4aB22Ed3f65F4aABC5cbe6f143607D9d993b2,13939000000000000524288
0x5D92E0cB3088bD98582ccd83eA8cFf346B60cA57,13266213949853353528315
0x91aF141Fd6b190F4C0BA77Cb73dA41049B1745A9,13000000000000000000000
0x52370145eA8522F8d17c02f65d82D4FFa41e70CF,12408000000000000000000
0xE48B5657a974a99f768850fD4B1144dBA18177a6,12319109156127660246043
0x9BfC662fb0C314Dadbe6b14d327fDba7f9656e5B,12196273496339710744651
0xcC76F53993a284e67c10561EE0e0d258348C585c,12050000000000000000000
0x49d43f74988c31E2Df1E751e5F0Ee160EcdBC5cF,12000000000000000000000
0x70997970C51812dc3A010C7d01b50e0d17dc79C8,12000000000000000000000
0x539eC5cBe8D510e841bD74F1127b831dD87D8709,11763697029216832078893
0x9A0644122c0609eaD072331026BfAcCBF37c916B,11545019370065285493445
0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,11200000000000000000000
0xc7F83f4ED64c1bC71F741B740d3Cc1C0BB7BcBD2,10523734566516359531827
0x8e71CEe1679bceFE1D426C7f23EAdE9d68e62650,10101101498659220686552
0xd2eD3f36659c69328107F54CD4d2F3F9F1993193,10033140000000000000000
0x900c00A3a1aCC3423F57483b969b1C264366233f,10000303036903229110032
0x13a7AF163DE8CAAd1a01D6eC83b9A6dD2c6f8F56,10000000000000000000000
0xE070f19a05bF743AA612f949f0B0354F595Ac58F,10000000000000000000000
0xD70A0b9E5F1717D2bB09A4aAcea03Fe4630133e9,9011473142562730493558
0x74c96A0Bf84Cfa9f9B7D16A3F128c85755C02344,9004318624172364239777
0xd19b7536a38A0CC189E14EaEdb46ea77D0EB20E6,9000000000000000000000
0x93C329189b3F6FeF306b98eE88dd0aa5Ec1eC15E,9000000000000000000000
0x721C7ffFe9aC426A028e616677811F755Fa99EbA,9000000000000000000000
0x5FB9303477d0cdE0e2935f9f08C2D9988ECE56Af,9000000000000000000000
0x5EfeC2646eb5D768dfA12C9943eE2f1Cc458913b,9000000000000000000000
0xCE6B2b890Fc01b0F8F149d243D5E477D59bD0195,9000000000000000000000
0x496e8FD90aFF32C495155E024863D04AD17973Fd,9000000000000000000000
0x45Ba377F15A128B7809c8047B0E08fE8F4C7a8AE,9000000000000000000000
0x2C1f0390F27740257de9f3772d9A6bb46Ec13fE3,8640785528605479615785
0x95478Afa758A5693344506bEA10dD7cA95819dB5,8600000000000000000000
0xE7064cC9eb9A44a67162db2b6275dFEdB3C490c2,8590000000000000524288
0x65c8C9CeB6Ee14717979DD516Ad689E26A81f16c,8500000000000000000000
0xE129D765458CA35B6406FA6cB3A7eCa847696268,8449999999999999475712
0x554Cef1F08Da343bA5CdE306b68055159092F4b4,8300000000000000000000
0x78A719DB8cb889580637F979d985Cc23Ee209C54,8100000000000000000000
0x8Aa557Ab6b73A36E17a91195C9895F095ec01b99,8000000000000000000000
0x3429ed916B41A0be9129FDe683560EceD5BcD5Eb,7985000000000000000000
0x27Ea87A08fF62a404F0bEA0eDaFBC214b2190405,7899162619196563997742
0x402d4bD637F5354bac1dd416267eAF9Bde281BaB,7755000000000000262144
0x533A0Ea2994fE49df6886f493231dcD161108e51,7347757457696854960996
0x6ba50195890ee3FaDE834328254dd28443bff318,7250000000000000000000
0xA45e4DA10f86579FF2D37CBf29Fc7B27C08A22fA,7000000000000000000000
0x1b0Df5d788df6E16A933aDc719C89c6b5dC92578,7000000000000000000000
0xaB7b49bacd43BD4CfA41433D477F690Bb9E1fB26,7000000000000000000000
0xDe00eFf38cFBddA9Cdf2Bf52FA9884832DF5a5Cc,7000000000000000000000
0x93bba670696Ad5412c9d40d0326b1Fa608FE02B3,7000000000000000000000
0x0fCB6D1E4E66d252A5E4c73495E84613a3010Caa,7000000000000000000000
